# CoPlanarASAS logfile
# Scenario with SVE enabled
# The first two columns in this file are time, and current scenarionumber, respectively.
# The remaining colums are [posx posy posz psi tas cas sel_hdg sel_spd nd_range nd_mode], for the following aircraft:
# MS841 MS842 MS843

0.1, 0, 10011.9, 0, 8229.6, 0, 238.912, 161.667, 0, 154.333, 5, 3, 89215.9, 52902.2, 8229.6, 4.36332, 270.742, 185.407, 4.36332, 174.895, 5, 3, 181445, -114328, 8229.6, 2.0944, 278.705, 191.458, 2.0944, 180.039, 5, 3
0.2, 0, 10035.8, 0, 8229.6, 0, 238.91, 161.665, 0, 154.333, 5, 3, 89206.6, 52876.8, 8229.6, 4.36332, 270.739, 185.405, 4.36332, 174.895, 5, 3, 181431, -114304, 8229.6, 2.0944, 278.702, 191.456, 2.0944, 180.039, 5, 3
0.3, 0, 10059.7, 0, 8229.6, 0, 238.905, 161.661, 0, 154.333, 5, 3, 89197.3, 52851.3, 8229.6, 4.36332, 270.733, 185.4, 4.36332, 174.895, 5, 3, 181417, -114280, 8229.6, 2.0944, 278.696, 191.452, 2.0944, 180.039, 5, 3
0.4, 0, 10083.6, 0, 8229.6, 0, 238.897, 161.656, 0, 154.333, 5, 3, 89188.1, 52825.9, 8229.6, 4.36332, 270.725, 185.394, 4.36332, 174.895, 5, 3, 181403, -114256, 8229.6, 2.0944, 278.687, 191.445, 2.0944, 180.039, 5, 3
0.5, 0, 10107.5, 0, 8229.6, 0, 238.886, 161.648, 0, 154.333, 5, 3, 89178.8, 52800.5, 8229.6, 4.36332, 270.713, 185.385, 4.36332, 174.895, 5, 3, 181389, -114231, 8229.6, 2.0944, 278.675, 191.436, 2.0944, 180.039, 5, 3
0.6, 0, 10131.4, 0, 8229.6, 0, 238.873, 161.638, 0, 154.333, 5, 3, 89169.6, 52775, 8229.6, 4.36332, 270.699, 185.374, 4.36332, 174.895, 5, 3, 181375, -114207, 8229.6, 2.0944, 278.66, 191.424, 2.0944, 180.039, 5, 3
0.7, 0, 10155.3, 0, 8229.6, 0, 238.858, 161.627, 0, 154.333, 5, 3, 89160.3, 52749.6, 8229.6, 4.36332, 270.681, 185.361, 4.36332, 174.895, 5, 3, 181361, -114183, 8229.6, 2.0944, 278.643, 191.411, 2.0944, 180.039, 5, 3
0.8, 0, 10179.2, 0, 8229.6, 0, 238.84, 161.614, 0, 154.333, 5, 3, 89151, 52724.1, 8229.6, 4.36332, 270.662, 185.346, 4.36332, 174.895, 5, 3, 181347, -114159, 8229.6, 2.0944, 278.622, 191.395, 2.0944, 180.039, 5, 3
0.9, 0, 10203, 0, 8229.6, 0, 238.82, 161.599, 0, 154.333, 5, 3, 89141.8, 52698.7, 8229.6, 4.36332, 270.64, 185.33, 4.36332, 174.895, 5, 3, 181333, -114135, 8229.6, 2.0944, 278.6, 191.378, 2.0944, 180.039, 5, 3
1, 0, 10226.9, 0, 8229.6, 0, 238.798, 161.583, 0, 154.333, 5, 3, 89132.5, 52673.3, 8229.6, 4.36332, 270.616, 185.311, 4.36332, 174.895, 5, 3, 181319, -114111, 8229.6, 2.0944, 278.575, 191.359, 2.0944, 180.039, 5, 3
1.1, 0, 10250.8, 0, 8229.6, 0, 238.775, 161.566, 0, 154.333, 5, 3, 89123.3, 52647.9, 8229.6, 4.36332, 270.589, 185.291, 4.36332, 174.895, 5, 3, 181305, -114087, 8229.6, 2.0944, 278.547, 191.338, 2.0944, 180.039, 5, 3
1.2, 0, 10274.7, 0, 8229.6, 0, 238.749, 161.547, 0, 154.333, 5, 3, 89114, 52622.4, 8229.6, 4.36332, 270.561, 185.27, 4.36332, 174.895, 5, 3, 181291, -114063, 8229.6, 2.0944, 278.518, 191.316, 2.0944, 180.039, 5, 3
1.3, 0, 10298.6, 0, 8229.6, 0, 238.722, 161.527, 0, 154.333, 5, 3, 89104.8, 52597, 8229.6, 4.36332, 270.53, 185.247, 4.36332, 174.895, 5, 3, 181278, -114038, 8229.6, 2.0944, 278.487, 191.292, 2.0944, 180.039, 5, 3
1.4, 0, 10322.4, 0, 8229.6, 0, 238.693, 161.506, 0, 154.333, 5, 3, 89095.5, 52571.6, 8229.6, 4.36332, 270.498, 185.222, 4.36332, 174.895, 5, 3, 181264, -114014, 8229.6, 2.0944, 278.453, 191.267, 2.0944, 180.039, 5, 3
1.5, 0, 10346.3, 0, 8229.6, 0, 238.662, 161.483, 0, 154.333, 5, 3, 89086.3, 52546.2, 8229.6, 4.36332, 270.464, 185.197, 4.36332, 174.895, 5, 3, 181250, -113990, 8229.6, 2.0944, 278.418, 191.24, 2.0944, 180.039, 5, 3
1.6, 0, 10370.2, 0, 8229.6, 0, 238.63, 161.46, 0, 154.333, 5, 3, 89077, 52520.8, 8229.6, 4.36332, 270.428, 185.17, 4.36332, 174.895, 5, 3, 181236, -113966, 8229.6, 2.0944, 278.382, 191.212, 2.0944, 180.039, 5, 3
1.7, 0, 10394, 0, 8229.6, 0, 238.596, 161.435, 0, 154.333, 5, 3, 89067.8, 52495.3, 8229.6, 4.36332, 270.391, 185.141, 4.36332, 174.895, 5, 3, 181222, -113942, 8229.6, 2.0944, 278.343, 191.182, 2.0944, 180.039, 5, 3
1.8, 0, 10417.9, 0, 8229.6, 0, 238.562, 161.409, 0, 154.333, 5, 3, 89058.5, 52469.9, 8229.6, 4.36332, 270.352, 185.112, 4.36332, 174.895, 5, 3, 181208, -113918, 8229.6, 2.0944, 278.303, 191.152, 2.0944, 180.039, 5, 3
1.9, 0, 10441.7, 0, 8229.6, 0, 238.525, 161.383, 0, 154.333, 5, 3, 89049.3, 52444.5, 8229.6, 4.36332, 270.312, 185.082, 4.36332, 174.895, 5, 3, 181194, -113894, 8229.6, 2.0944, 278.262, 191.12, 2.0944, 180.039, 5, 3
2, 0, 10465.6, 0, 8229.6, 0, 238.488, 161.355, 0, 154.333, 5, 3, 89040, 52419.1, 8229.6, 4.36332, 270.271, 185.05, 4.36332, 174.895, 5, 3, 181180, -113870, 8229.6, 2.0944, 278.219, 191.088, 2.0944, 180.039, 5, 3
2.1, 0, 10489.4, 0, 8229.6, 0, 238.449, 161.327, 0, 154.333, 5, 3, 89030.8, 52393.7, 8229.6, 4.36332, 270.228, 185.018, 4.36332, 174.895, 5, 3, 181166, -113846, 8229.6, 2.0944, 278.175, 191.054, 2.0944, 180.039, 5, 3
2.2, 0, 10513.3, 0, 8229.6, 0, 238.41, 161.298, 0, 154.333, 5, 3, 89021.6, 52368.4, 8229.6, 4.36332, 270.184, 184.984, 4.36332, 174.895, 5, 3, 181152, -113821, 8229.6, 2.0944, 278.129, 191.019, 2.0944, 180.039, 5, 3
2.3, 0, 10537.1, 0, 8229.6, 0, 238.369, 161.268, 0, 154.333, 5, 3, 89012.3, 52343, 8229.6, 4.36332, 270.138, 184.95, 4.36332, 174.895, 5, 3, 181138, -113797, 8229.6, 2.0944, 278.082, 190.984, 2.0944, 180.039, 5, 3
2.4, 0, 10560.9, 0, 8229.6, 0, 238.327, 161.237, 0, 154.333, 5, 3, 89003.1, 52317.6, 8229.6, 4.36332, 270.092, 184.915, 4.36332, 174.895, 5, 3, 181125, -113773, 8229.6, 2.0944, 278.035, 190.947, 2.0944, 180.039, 5, 3
2.5, 0, 10584.8, 0, 8229.6, 0, 238.284, 161.206, 0, 154.333, 5, 3, 88993.8, 52292.2, 8229.6, 4.36332, 270.045, 184.879, 4.36332, 174.895, 5, 3, 181111, -113749, 8229.6, 2.0944, 277.986, 190.91, 2.0944, 180.039, 5, 3
2.6, 0, 10608.6, 0, 8229.6, 0, 238.241, 161.174, 0, 154.333, 5, 3, 88984.6, 52266.8, 8229.6, 4.36332, 269.996, 184.842, 4.36332, 174.895, 5, 3, 181097, -113725, 8229.6, 2.0944, 277.936, 190.872, 2.0944, 180.039, 5, 3
2.7, 0, 10632.4, 0, 8229.6, 0, 238.196, 161.141, 0, 154.333, 5, 3, 88975.4, 52241.5, 8229.6, 4.36332, 269.947, 184.805, 4.36332, 174.895, 5, 3, 181083, -113701, 8229.6, 2.0944, 277.885, 190.833, 2.0944, 180.039, 5, 3
2.8, 0, 10656.2, 0, 8229.6, 0, 238.151, 161.108, 0, 154.333, 5, 3, 88966.1, 52216.1, 8229.6, 4.36332, 269.896, 184.767, 4.36332, 174.895, 5, 3, 181069, -113677, 8229.6, 2.0944, 277.833, 190.793, 2.0944, 180.039, 5, 3
2.9, 0, 10680, 0, 8229.6, 0, 238.105, 161.074, 0, 154.333, 5, 3, 88956.9, 52190.8, 8229.6, 4.36332, 269.845, 184.728, 4.36332, 174.895, 5, 3, 181055, -113653, 8229.6, 2.0944, 277.78, 190.753, 2.0944, 180.039, 5, 3
3, 0, 10703.8, 0, 8229.6, 0, 238.058, 161.039, 0, 154.333, 5, 3, 88947.7, 52165.4, 8229.6, 4.36332, 269.793, 184.689, 4.36332, 174.895, 5, 3, 181041, -113629, 8229.6, 2.0944, 277.726, 190.712, 2.0944, 180.039, 5, 3
